epoch,train_loss,validation_score
1,1.7535932977994284,1.0646854007300581
2,1.6674026012420655,1.132506639693496
3,1.646712601184845,1.1196923761758923
4,1.6380160371462504,1.1268778204780805
5,1.633958594004313,1.1696527217385253
6,1.6227980653444927,1.1318739296915763
7,1.6090402483940125,1.1199214073848212
8,1.6071545561154683,1.0941797321851947
9,1.6072839061419169,1.1183556715456033
10,1.5889888644218444,0.9977765001752579
